*year_2024,year,flood,precipitation,temperature,humidity,month,day,risk_level,is_monsoon_season,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk
Delarama                      02 September,2024,1,40.0,24.665520058032477,86.01994990948985,,,,,21.21726799883471,319.4412831631853,91.59718629824422,,1
179                Clinic Ville   Knee Level         2024         14.451665154992883   121.0174700001106,2024,1,40.0,28.654863401312994,76.5888509141983,,,,,21.946430610098783,284.4182173759475,106.41190030234353,,0
Subsided as of,2024,1,40.0,27.829354789007485,75.15776497077256,,,,,20.915921065204685,279.1037765913885,103.34631457886196,,0
Purok 2                         1325H,2024,1,40.0,28.07365926193537,76.84987161954737,,,,,21.5745711017065,285.38753657616326,104.25355684529787,,0
Sampaloc                      02 September,2024,1,40.0,26.547641940852078,89.28347602180378,,,,,23.70265752661499,331.5606225728344,98.58658154841602,,1
180   BF Homes       Site II      Waist Level        2024         14.459772609740565   121.02936433617734,2024,1,40.0,28.779553489800836,76.11740452014419,,,,,21.906249148922974,282.6674672160397,106.87494593194687,,0
Subsided as of,2024,1,40.0,26.17024784739404,84.1169864560751,,,,,22.01362383731373,312.37449123862507,97.18510138481105,,0
0030H,2024,1,40.0,26.36469841945104,89.55108483471219,,,,,23.609873448018625,332.55440718525495,97.9072075975566,,1
El Dorado                     02 September,2024,1,40.0,25.86664424965525,89.010410410695,,,,,23.024006206092576,330.5465737470433,96.05764754489735,,1
181               High School     Knee Level         2024         14.479764999578846   121.02097883617317,2024,1,40.0,30.85986875697052,80.58150694929536,,,,,24.867347286941627,299.2452332998423,114.60034659804671,,0
Subsided as of,2024,1,40.0,32.32356330549021,80.98908487551255,,,,,26.178558120273497,300.75880330164773,120.03588178761682,,0
0030H,2024,1,40.0,26.750028859409692,83.85562816865857,,,,,22.43140473535545,311.40391840307336,99.33815995583794,,0
02 September,2024,1,40.0,31.501415527291094,87.98539884873503,,,,,27.716646094684414,326.7401194424998,116.98277676379357,,1
182                Russia St.     Gutter Level       2024         14.48548409615394    120.98785929142522,2024,1,40.0,26.930259026447825,88.18133769620107,,,,,23.747462654573628,327.4677524732319,100.0074576697282,,1
Subsided as of,2024,1,40.0,27.9123621585796,85.56316316254488,,,,,23.882699976265897,317.7449726592897,103.65456842783557,,1
0030H,2024,1,40.0,28.234198727630133,93.26204778946706,,,,,26.331791910335514,346.3353355546071,104.84973172070558,,1
San Lorenzo                    02 September,2024,1,40.0,27.308895262026535,79.322688895464,,,,,21.662150029485414,294.5705217380711,101.41355061761536,,0
183   Don Bosco      Ruiz         Waist Level        2024         14.484859652745868   121.03037365934026,2024,1,40.0,27.6137187284391,87.77222144101715,,,,,24.237174350425192,325.94846977594625,102.54553452776105,,1
Subsided as of,2024,1,40.0,29.819594626760026,89.32103197017587,,,,,26.63516964994517,331.7000892936476,110.7372136463819,,1
0030H,2024,1,40.0,29.246656715662667,85.81089865837727,,,,,25.096818955240778,318.664956276544,108.60956742377483,,1
02 September,2024,1,40.0,26.482156196259307,87.20114135113275,,,,,23.092742457527837,323.8277227063005,98.34339551652897,,1
184    Merville    Sitio Wella    Knee Level         2024         14.507073448379362   121.03443689289571,2024,1,40.0,30.212751757097852,87.49498362212185,,,,,26.434642201665095,324.9189271558626,112.19723098343007,,1
                     Fast Track                  Subsided as of,2024,1,40.0,26.109998507362693,83.97717750709761,,,,,21.926439793628507,311.855300631027,96.96136111863328,,0
Ave near                      0130H,2024,1,40.0,28.487221950241306,79.86377627203385,,,,,22.750971204458434,296.5798887053472,105.78935169242193,,0
Phoenix Gas                  02 September,2024,1,40.0,29.87140912454919,85.94381406767857,,,,,25.672628317398125,319.15854722775987,110.92963051802205,,1
185                    Station    Waist Level        2024          14.485560148510828   121.02851054814063,2024,1,40.0,26.01582750343143,81.51922178091529,,,,,21.207900120662625,302.7275049050804,96.61165030894064,,0
Multinational                Subsided as of,2024,1,40.0,27.281069345482155,89.18794929318696,,,,,24.331426294487798,331.20587718181935,101.31021707120571,,1
Ave.                        0130H,2024,1,40.0,29.020452256023205,98.71951424729808,,,,,28.648849499515162,366.6020305473841,107.76954086109379,,1
Multinational                02 September,2024,1,40.0,30.426987957660508,77.79710564495734,,,,,23.671315965999593,288.9051583935576,112.99281255351642,,0
186   Moonwalk         Village    Gutter Level       2024          14.489271909035525   121.00195822457492,2024,1,40.0,24.051803991010082,80.39614638105155,,,,,19.336723543896063,298.55688347134367,89.31810745486223,,0
Fourth Estate,2024,1,40.0,29.840818611478344,83.89704974240709,,,,,25.035566434013457,311.55774040230483,110.81603044317602,,0
(Southbound                   Subsided as of,2024,1,40.0,29.334071091329086,85.49216254188313,,,,,25.078331737550617,317.48130673768156,108.93418700747804,,1
and                         2358H 01,2024,1,40.0,31.477221676079232,84.68881391968836,,,,,26.657685692342547,314.49801373447366,116.8929311537472,,0
187                 Northbound) Waist Level      September 2024     14.4610474834533     121.027422815933,2024,1,40.0,28.059169471477468,90.35421264926667,,,,,25.352641651876866,335.53688020337773,104.19974796420101,,1
Subsided as of,2024,1,40.0,29.470543634765697,85.49739446545088,,,,,25.196546942528453,317.5007358628979,109.44098763265633,,1
Area 2                        0130H,2024,1,40.0,28.99643056838152,86.14884788296351,,,,,24.98009086184413,319.91995507693184,107.68033459287253,,1
Lupang                      02 September,2024,1,40.0,30.435584844729135,88.1213435738499,,,,,26.82024628973435,327.24495997630214,113.0247377131951,,1
188                   Hinirang    Waist Level         2024         14.463549211674886   121.03168948529333,2024,1,40.0,28.055556636904765,83.13841359540523,,,,,23.324944713283045,308.7404903980065,104.18633144265019,,0
Subsided as of,2024,1,40.0,25.818338494210508,86.7582785190913,,,,,22.399546019808916,322.1831196638499,95.8782606408167,,1
0030H,2024,1,40.0,30.201977371900888,87.3163850395819,,,,,26.371274851616377,324.2556884485893,112.15721952752672,,1
02 September,2024,1,40.0,26.16961179864151,90.54397791242728,,,,,23.69500752672993,336.2415871838818,97.1827393719306,,1
189                   Valley 1    Gutter Level        2024         14.465147151764747   121.01989675774367,2024,1,40.0,27.619726679893596,82.40564705696046,,,,,22.76021448593026,306.0193090494224,102.56784548846058,,0
Subsided as of,2024,1,40.0,26.039353495981867,76.14138295474885,,,,,19.826723864316335,282.7565128609908,96.69901577771743,,0
0037H,2024,1,40.0,27.004442438558705,83.62433911856348,,,,,22.582286521897604,310.5450098473057,100.28294311675597,,0
02 September,2024,1,40.0,29.147446038757188,78.29349345394124,,,,,22.82055375634541,290.74853029525275,108.24114142529983,,0
190                   Valley 3    Waist Level         2024         14.472222901131067   121.02382615619065,2024,1,40.0,28.01195699312169,86.86474592658475,,,,,24.332515271139346,322.57849405433194,104.0244210233791,,1
Subsided as of,2024,1,40.0,24.862306126307875,91.22856708029667,,,,,22.681525622147486,338.7838583948499,92.32796554450832,,1
0130H,2024,1,40.0,28.120183050149695,88.6575230780043,,,,,24.93065777726352,329.23610120566934,104.42632628564785,,1
Lower                       02 September,2024,1,40.0,27.16600552966107,84.25461575859684,,,,,22.888613575975103,312.8855875720298,100.88291929888412,,0
191                  Barangay     Chest Level         2024         14.469478439005677   121.02409033947625,2024,1,40.0,28.656785194401294,77.2503325725964,,,,,22.137461867289566,286.87467718521197,106.41903701947423,,0
Subsided as of,2024,1,40.0,29.83536651736249,91.16692784124999,,,,,27.199987064056323,338.5549566385132,110.79578369876234,,1
0015H,2024,1,40.0,27.057654898633103,83.0026931491437,,,,,22.45858226886668,308.2364827398891,100.48055142208888,,0
14.47297476894,2024,1,40.0,31.33063435213565,87.21206054219479,,,,,27.324091799438225,323.8682719092195,116.34856856221737,,1
Ma. Susafe                    02 September,2024,1,40.0,27.982753081685413,86.131028387705,,,,,24.101833000447858,319.85378109709706,103.91597019363084,,1
192   San Antonio       St.        Knee Level         2024                              121.02042201725614,2024,1,40.0,27.018245197894952,96.22567089882706,,,,,25.998487706764546,357.3409635497658,100.3342006582705,,1
Subsided as of,2024,1,40.0,26.40389124719739,80.61188429382142,,,,,21.2846742612572,299.3580417579349,98.0527529878906,,0
0030H,2024,1,40.0,31.051306372896455,85.8712743090493,,,,,26.66415247201322,318.88916560638876,115.31126398106574,,1
Sun Valley,2024,1,40.0,27.677999790071418,75.52321166029864,,,,,20.90331436479265,280.4608892094821,102.78424688265692,,0
02 September,2024,1,40.0,24.804927947703536,90.73320115849799,,,,,22.50630517201034,336.9442813448611,92.11488754320487,,1
193                  Annex 41      Knee Level         2024         14.491093902626647   121.03287468658185,2024,1,40.0,29.368499247652906,82.27599229767935,,,,,24.163224178942922,305.5378267570408,109.06203844711031,,0
                                                                                          Subsided as of,2024,1,40.0,29.40408976412957,88.72329109270912,,,,,26.08827615459016,329.4803354679597,109.19420639493764,,1
0030H,2024,1,40.0,27.270973025876028,84.02042534201361,,,,,22.91318753124684,312.0159045827165,101.27272366073987,,0
Sun Valley                                02 September,2024,1,40.0,28.070758526662853,83.68834294685834,,,,,23.49195266357809,310.78269267622363,104.24278475581694,,0
194                                                Drive      Gutter Level                    2024         14.491648423298209   121.03707443857705,2024,1,40.0,29.357896588782957,74.77960867040655,,,,,21.953720182954527,277.699465917501,109.02266470929808,,0
Sun Valley                                Subsided as of,2024,1,40.0,27.935700734403085,90.05852492190397,,,,,25.15848000800091,334.43882251857633,103.74123791109032,,1
Subdivision                                  0030H,2024,1,40.0,29.56164478209346,79.83159961004796,,,,,23.599533900585485,296.46039835219665,109.77929830861743,,0
14.48821971120393    121.0369808033745,2024,1,40.0,26.4696392446366,77.55203973484439,,,,,20.52774514467054,287.9950884752607,98.2969129146226,,0
(old Brgy.                               02 September,2024,1,40.0,25.16262440059556,84.87645683745845,,,,,21.35714403854328,315.19483923241955,93.4432190990239,,0
195                                                 Hall)     Gutter Level                    2024,2024,1,40.0,29.851227462060304,85.29404698715896,,,,,25.461319977733414,316.7455903476783,110.85468445994368,,1
Subsided as of,2024,1,40.0,30.677047533814697,90.2731621993024,,,,,27.693140878157642,335.23589351639663,113.92142681053454,,1
0030H,2024,1,40.0,30.656733853524113,82.07315065120886,,,,,25.160947360342995,304.7845596847437,113.84599049483546,,0
14.497721845273981   121.03034305457653,2024,1,40.0,27.060701632845024,88.9511840071196,,,,,24.070814503049597,330.3266322291143,100.49186568915293,,1
02 September,2024,1,40.0,28.617714935200798,89.61698777597165,,,,,25.646334095241315,332.7991425070297,106.27394679626836,,1
196                                               Katwell     Gutter Level                    2024,2024,1,40.0,27.219506213311664,82.73415703997199,,,,,22.519829016026208,307.2392545459675,101.08159794323855,,0
Subsided as of,2024,1,40.0,28.134831552444993,87.89579982294381,,,,,24.729335221859486,326.4073870031176,104.48072455459072,,1
0030H,2024,1,40.0,28.002585541897513,87.98890756653611,,,,,24.639169108700408,326.75314931891586,103.98961946388852,,1
02 September,2024,1,40.0,27.11538253228514,90.7175381165996,,,,,24.59840748418756,336.8861155099876,100.69492714989602,,1
197                                              Sta. Ana     Knee Level                      2024         14.494290827928694   121.02794589138446,2024,1,40.0,25.72105145662863,85.30779820330153,,,,,21.9420626723881,316.7966564798285,95.51697821560023,,1
Subsided as of,2024,1,40.0,28.16278004265829,83.78237901380021,,,,,23.595447116162855,311.1319023876817,104.58451328715338,,0
Canaynay                                     2024H,2024,1,40.0,26.321199724353818,81.81653046658614,,,,,21.53509239164693,303.83158213537627,97.74567205850546,,0
Ave.                                    04 September,2024,1,40.0,28.170002633812565,81.83403031916225,,,,,23.052648496262982,303.8965690990744,104.61133489991313,,0
198                                                           Gutter Level                    2024          14.4751068897091    121.0011236068650,2024,1,40.0,28.107253769885993,85.87790657535932,,,,,24.137921133401857,318.9137950052966,104.37831247161797,,1
Subsided as of,2024,1,40.0,31.839656811558395,84.11617107436098,,,,,26.782300193099886,312.3714632598678,118.23886014885481,,0
2024H,2024,1,40.0,23.90772397437683,80.6492612979322,,,,,19.28140277848355,299.49684395633784,88.78305592972269,,0
Evacom                                                    14.475440664196226   120.99976784110068,2024,1,40.0,23.552375458188436,85.82025460835882,,,,,20.212708584533935,318.69970027105296,87.46344360606065,,1
04 September,2024,1,40.0,23.7603232943791,85.75551461154791,,,,,20.37578751446229,318.45928362729745,88.2356728818699,,1
199                                                           Gutter Level                    2024,2024,1,40.0,25.96929383536123,82.93634541198197,,,,,21.53798323634773,307.99009563647627,96.43884417903385,,0
Subsided as of,2024,1,40.0,26.66014183434578,82.38432993515231,,,,,21.963779209986992,305.94014638133314,99.00435801040143,,0
Effects of,2024,1,40.0,26.42375113456422,89.62305474236707,,,,,23.68177294431733,332.8216726239654,98.12650411086395,,1
"September 4,                                                                           2045H",2024,1,40.0,30.300698345326875,88.54117244612958,,,,,26.828593574317402,328.80402474919595,112.52382697683933,,1
September   San Dionisio   PNHS Main                    Southwest,2024,1,40.0,27.144550842757607,87.4472746248677,,,,,23.737169921153086,324.7417563563291,100.80324577289953,,1
2024                                                                             04 September,2024,1,40.0,30.289475387559982,89.72363302248121,,,,,27.176817741169085,333.19517731551446,112.4821497143704,,1
Monsoon,2024,1,40.0,29.768744410041037,79.35532371033429,,,,,23.62308349109011,294.6917134749755,110.54837770198841,,0
200                                                           Gutter Level                    2024          14.4786703879674     120.998369380962,2024,1,40.0,27.460718879745137,78.4513592188436,,,,,21.54330721242566,291.3347761900831,101.97735856344116,,0
Subsided as of,2024,1,40.0,28.27432451353431,81.19727856119192,,,,,22.957982036549826,301.5319455572509,104.99874171839389,,0
Palanyag                                    2045H,2024,1,40.0,25.4833649175008,92.88635474118593,,,,,23.670568737260716,344.9401723448553,94.6343121232635,,1
14.488731188341198   120.98962446304036,2024,1,40.0,29.560511803109865,84.51420246620509,,,,,24.982830795326727,313.8495815182916,109.77509090951179,,0
Road                                    04 September,2024,1,40.0,31.304867028850282,87.02784356792006,,,,,27.243950707013205,323.1841688993401,116.25287975023109,,1
201                                                           Gutter Level                    2024,2024,1,40.0,28.482507878122178,83.08592779094073,,,,,23.664955928665595,308.5455805806487,105.7718456458799,,0
Subsided as of,2024,1,40.0,27.131062429634493,79.99462758621752,,,,,21.70339235077029,297.0658144905912,100.75315557870137,,0
Lorenzana                                    2302H,2024,1,40.0,29.547010679314717,76.29371677897079,,,,,22.54251264432862,283.32221549543567,109.724953513317,,0
14.490461025593167   120.98731853578931,2024,1,40.0,27.771315943242413,81.57830500588746,,,,,22.655368824326946,302.9469147189479,103.13078314244503,,0
Compound                                  04 September,2024,1,40.0,23.210603885341577,94.48461310760344,,,,,21.930449281003362,350.87541996975983,86.19425023994296,,1
202                                                           Gutter Level                    2024,2024,1,40.0,29.339300792844046,73.83588398752451,,,,,21.662932096155192,274.1948762964909,108.9536078809412,,0
                                                                                                    Subsided as of,2024,1,40.0,26.481513161764912,85.53504070085886,,,,,22.65097306111891,317.6405378711255,98.34100756159266,,1
Back of SM,2024,1,40.0,24.621885559257947,84.2735728058132,,,,,20.74974265294525,312.9559859330397,91.43514644245049,,0
2152H,2024,1,40.0,26.348804915302164,91.27101436679814,,,,,24.048821519725053,338.94148945230916,97.84818592450729,,1
Sucat (Bldg                                                           14.483496076771221   120.9923466929727,2024,1,40.0,26.57782566276134,82.026383842939,,,,,21.800829295243766,304.61088777190383,98.69867097496743,,0
04 September,2024,1,40.0,25.77541995578506,78.4819378938362,,,,,20.229049081574694,291.44833230337247,95.71887955537619,,0
A),2024,1,40.0,30.19688051181103,79.03231320152821,,,,,23.86529318318573,293.4921906722213,112.13829197026914,,0
203                                                              Gutter Level                           2024,2024,1,40.0,25.44913185169704,85.36366687902056,,,,,21.724312137485377,317.0041288333824,94.50718516633701,,1
Dr. A. Santos,2024,1,40.0,26.693242922825096,85.29856934095795,,,,,22.768954323876315,316.76238443442196,99.12728128795574,,1
Ave. infront of                                      Subsided as of,2024,1,40.0,28.01414691526976,88.41985619606541,,,,,24.770068417036015,328.3535081117203,104.03255345709643,,1
14.479638995244,2024,1,40.0,28.524959328832473,81.59158330043685,,,,,23.27396595220008,302.99622462267996,105.92949216742873,,0
Olivarez                                            0336H 16,2024,1,40.0,28.774111748389075,87.10260604496577,,,,,25.06300119913755,323.4618047457347,106.85473763304593,,1
204                                            (Northbound)      Gutter Level                      September 2024                          120.9975506406488,2024,1,40.0,26.540833909625253,88.71224646595847,,,,,23.544969992027436,329.43932045057136,98.56129943382282,,1
Dr. A. Santos,2024,1,40.0,30.3633440656066,88.18546664664404,,,,,26.776056653781282,327.48308562826173,112.75646637376869,,1
Ave. infront of                                      Subsided as of,2024,1,40.0,28.613810852288644,80.73518736097489,,,,,23.101413802710205,299.81593658385503,106.2594487030197,,0
14.4786084967,2024,1,40.0,26.900804686080306,86.09907164060272,,,,,23.161343098566896,319.7351074137153,99.89807685409617,,1
PNHS                                               0336H 16,2024,1,40.0,25.537015525770045,90.62300836777318,,,,,23.142411716798122,336.53507247527324,94.83354752349386,,1
205                                            (Northbound)      Gutter Level                      September 2024                          120.99838982029347,2024,1,40.0,28.281399953342287,85.20032581307166,,,,,24.095844904745523,316.3975500135289,105.02501687402443,,1
Dr. A. Santos,2024,1,40.0,28.608441866339835,90.30566436526323,,,,,25.835043491948298,335.35659265201616,106.23951058677366,,1
San Dionisio    Ave. corner                                         Subsided as of,2024,1,40.0,24.58568756614487,83.60878403893805,,,,,20.55579442166611,310.48724493811335,91.30072258635501,,0
Effects of                          14.475864560743464,2024,1,40.0,26.4118256341098,81.07739618230687,,,,,21.414020508347285,301.0867537037333,98.08221790549494,,0
"September 16,                               Gatchalian                                            0336H 16",2024,1,40.0,26.263713609715275,93.77142909322565,,,,,24.627859584782012,348.2269597355464,97.53219322896041,,1
September                                                     Southwest,2024,1,40.0,28.82878955421756,76.13152047082652,,,,,21.947795820960636,282.71988781618853,107.05778760543927,,0
206     2024                                        Ave.         Gutter Level                      September 2024                          121.00032482713593,2024,1,40.0,29.111579203435543,79.52740659470922,,,,,23.151683959257,295.33075566754815,108.10794734752828,,0
Monsoon,2024,1,40.0,26.26382095470216,86.31671448219848,,,,,22.67006734558608,320.5433397907835,97.53259186230521,,1
Dr. A. Santos,2024,1,40.0,28.0980457637193,79.0005548894271,,,,,22.197612066423407,293.3742538915169,104.3441178771273,,0
Ave.                                             Subsided as of,2024,1,40.0,30.18840454607149,86.33764437796167,,,,,26.063957360367613,320.62106446704865,112.10681586066042,,1
Gutter Level                                         14.47521256063549,2024,1,40.0,26.154875003650126,90.24846454485014,,,,,23.604373094419056,335.1441769967096,97.12801322169784,,1
Canaynay                                              0336H 16,2024,1,40.0,31.042576839574288,87.53493752199064,,,,,27.173100241737288,325.06729884237126,115.27884622996517,,1
207                                               Avenue                                            September 2024                         121.00119294197589,2024,1,40.0,26.776241776955594,81.15409690560662,,,,,21.73001719935007,301.37158736727525,99.43550351422321,,0
Dr. A. Santos                                         Subsided as of,2024,1,40.0,30.320894888076953,82.14400150883023,,,,,24.90679635435276,305.04766945050847,112.59882829384001,,0
Ave. Bernabe      Gutter Level                          0336H 16       14.474441657330173,2024,1,40.0,29.647806339191362,82.67866876630521,,,,,24.512411599655664,307.03319484284896,110.09926546027995,,0
208                                               Phase 1                                           September 2024                         121.00200799065367,2024,1,40.0,23.64761346221509,82.3728885214302,,,,,19.479222275209157,305.8976578669311,87.8171167975027,,0
Subsided as of,2024,1,40.0,26.35640803533653,86.98166334532266,,,,,22.92524210721599,323.01267531466823,97.8764206586867,,1
San Pedro,2024,1,40.0,32.12431612340593,79.49234075710784,,,,,25.53637083870838,295.2005361525361,119.2959630178591,,0
San Isidro                      Knee Level                            0336H 16       14.470919573781787,2024,1,40.0,25.729011427464023,84.63611179305317,,,,,21.776034874995876,314.3023005891453,95.54653814094632,,0
Valley 2,2024,1,40.0,30.266638794172017,88.7056699006138,,,,,26.848224698769346,329.4148979012125,112.39734437906615,,1
209                                                                                                 September 2024                         121.00778021893574,2024,1,40.0,27.69700025256408,78.85698972132366,,,,,21.841020642279446,292.8411142934963,102.85480646942413,,0
Bagong Ilog                                          Subsided as of,2024,1,40.0,31.107738025573553,85.51021266772871,,,,,26.600292941787856,317.5483371808222,115.52082699012537,,1
corner Quirino Knee Level                           0530H 25 October   14.531645741425695,2024,1,40.0,27.934719714658524,81.34009068157015,,,,,22.722126347545696,302.06228865827427,103.73759482357003,,0
210                                                 Ave.                                                 2024                              120.99688595378115,2024,1,40.0,31.35687542754353,78.40256817182657,,,,,24.584595633634553,291.1535871207754,116.44601668685236,,0
Bagong Sikat                     Severe Tropical,2024,1,40.0,30.73134112808769,84.48958458841855,,,,,25.964782457571108,313.75816125500194,114.1230499856277,,0
October 24     October     Baclaran,2024,1,40.0,27.870081871695994,90.4082239524027,,,,,25.1968460342809,335.73745506999,103.49755753549236,,1
"St. corner                     Storm ""Kristine""",2024,1,40.0,30.922086513928924,86.78431502258397,,,,,26.83552097180403,322.27980809593487,114.83139672234044,,1
Bagong      Gutter Level                          Subsided as of    14.532095484271295,2024,1,40.0,30.89115977740667,86.15508984391008,,,,,26.61430646005053,319.94313504874447,114.71654805747708,,1
Lipunan                                          0530H 25 October,2024,1,40.0,28.673016362309955,84.60355447657915,,,,,24.25839101816536,314.18139664812054,106.47931263122982,,0
211                                                Street                                               2024                               120.99841348261614,2024,1,40.0,27.656358395698923,89.28819894679368,,,,,24.693864305789933,331.57816149515,102.70388000503068,,1
                                                    Subsided as of,2024,1,40.0,27.289960120809685,73.60899017321857,,,,,20.08786406360207,273.3522897655764,101.34323360611337,,0
La Huerta        Perville    Knee Level     0530H 25 October   14.494667458965843,2024,1,40.0,24.065342847957435,92.56785996495762,,,,,22.27677286758418,343.75741904046265,89.36838497583703,,1
212                                                     2024                               120.99985487535102,2024,1,40.0,25.772716847848283,91.92619505297976,,,,,23.69187796000519,341.3745501471574,95.70884136924889,,1
Dr. A. Santos,2024,1,40.0,22.741379391610838,81.17270998994509,,,,,18.459793941265403,301.4407083973498,84.45175126701102,,0
Ave. infront of                Subsided as of,2024,1,40.0,27.118013314100725,78.10258333577653,,,,,21.179868947652494,290.0395718131851,100.70469674775997,,0
Waist Level                      14.484930303985323,2024,1,40.0,29.182707920336384,88.48109032210765,,,,,25.821178153429695,328.58090545171984,108.37208896375176,,1
SM Sucat                    0530H 25 October,2024,1,40.0,24.301292961878705,84.64360382053167,,,,,20.569490137919356,314.33012277311246,90.24460272803076,,0
213                  (Northbound)                       2024                               120.99364770708955,2024,1,40.0,27.60753674181402,89.05092842408347,,,,,24.584767783605347,330.69704030976106,102.5225772749134,,1
Dr. A. Santos,2024,1,40.0,32.407303296366365,77.70250565517786,,,,,25.181286676549718,288.553854514002,120.34685627860057,,0
Ave. infront of                Subsided as of,2024,1,40.0,28.895337137667035,88.86458790154033,,,,,25.67772227014855,330.0050513503498,107.30491685244391,,1
Waist Level                      14.484359536799591,2024,1,40.0,29.37528444109944,91.99076414781433,,,,,27.02254862796138,341.6143321341074,109.08723575196055,,1
SM Sucat                    0530H 25 October,2024,1,40.0,25.245509507177534,84.81863905282658,,,,,21.41289758593993,314.9801287224519,93.75101891557253,,0
214                  (Southbound)                       2024                               120.99354665059133,2024,1,40.0,26.90077512051589,84.07071858374438,,,,,22.615674948414835,312.2026721603519,99.89796706024201,,0
Dr. A. Santos,2024,1,40.0,26.717760227674916,93.44233113380055,,,,,24.965697983478858,347.004830746216,99.2183280663969,,1
Ave. infront of                Subsided as of,2024,1,40.0,28.960198145141163,81.20906818072328,,,,,23.518307056960243,301.5757271590196,107.54578287801813,,0
Knee Level                       14.481554692980719,2024,1,40.0,31.948657451756382,84.62982679737847,,,,,27.038093465509178,314.2789608047684,118.64364188154694,,0
Wilcon Depot                  0530H 25 October,2024,1,40.0,23.325296332919308,83.90459949702385,,,,,19.570996469629936,311.5857769601601,86.62016890952957,,0
215                  (Northbound)                       2024                               120.99700133479985,2024,1,40.0,26.049010621041667,83.95160752137907,,,,,21.86856315977925,311.76034464631664,96.73487820758417,,0
Dr. A. Santos,2024,1,40.0,27.853778256956854,87.19808482099687,,,,,24.28796119035362,323.8163720613669,103.43701288721078,,1
Ave. infront of,2024,1,40.0,29.750431765920233,92.37246004941176,,,,,27.481205697502173,343.0317873722551,110.48037237831389,,1
St. Peter     Knee Level     Subsided as of    14.483506669281843,2024,1,40.0,27.161655737121883,83.49499284193236,,,,,22.678622513460226,310.06467312747617,100.86676603081463,,0
Chapel                     0530H 25 October,2024,1,40.0,29.191683747839132,80.92830785473178,,,,,23.624335691430957,300.5331034549788,108.40542134604152,,0
216   San Dionisio   (Northbound)                       2024                               120.99625009751763,2024,1,40.0,28.878241488020947,89.77636800194064,,,,,25.925836350774784,333.3910124621732,107.24143092545604,,1
Dr. A. Santos,2024,1,40.0,25.235055436958426,84.01287796274539,,,,,21.200696328083026,311.9878768458892,93.71219697242348,,0
Ave. infront of,2024,1,40.0,24.975576428849582,83.13474884573556,,,,,20.76338273689883,308.72688108600175,92.74860297601434,,0
St. Peter     Knee Level     Subsided as of    14.483255568535649,2024,1,40.0,28.834662456912028,80.46860751173799,,,,,23.202851359787005,298.8259731021826,107.07959705283592,,0
Chapel                     0530H 25 October,2024,1,40.0,27.128458108037627,86.32718003322445,,,,,23.419232871163516,320.5822043687362,100.74348424276653,,1
217                  (Southbound)                       2024                               120.99659341027186,2024,1,40.0,26.70603515725837,80.16018488584368,,,,,21.40760715773672,297.68062345392195,99.17478617241787,,0
Dr. A. Santos,2024,1,40.0,26.773145039265316,87.1614731774568,,,,,23.335867632160845,323.68041208460033,99.42400355563869,,1
Ave. infront of                Subsided as of,2024,1,40.0,28.742129402954827,87.45880483062282,,,,,25.13752285869532,324.78457460634473,106.73596888841361,,1
Knee Level                       14.476017528679513,2024,1,40.0,26.86008175542214,77.39947588363731,,,,,20.789562500613226,287.42853161902923,99.74684931632967,,0
Olivarez                   0530H 25 October,2024,1,40.0,31.318177440923424,86.47808743582854,,,,,27.08336087066969,321.14260988370563,116.30230892470223,,1
218                  (Northbound)                       2024                               121.00219183772593,2024,1,40.0,30.543422382058665,79.59255864364526,,,,,24.310291371216316,295.57270249656557,113.42520017956421,,0
Dr. A. Santos,2024,1,40.0,28.5253247997541,89.64738742175898,,,,,25.57220843655065,332.91203378246325,105.93084937003448,,1
Ave. infront of                Subsided as of,2024,1,40.0,24.59055419820314,84.04934074516802,,,,,20.66819868917298,312.1232840161682,91.31879517522553,,0
Knee Level                       14.473124594361147,2024,1,40.0,29.094909196530274,83.06480855620252,,,,,24.167630623698834,308.4671527804547,108.04604207553311,,0
Olivarez                   0530H 25 October,2024,1,40.0,29.19055169495578,81.33053772694291,,,,,23.740832658968785,302.0268130728161,108.40121738607587,,0
219                  (Southbound)                       2024                               121.00717667997256,2024,1,40.0,28.34534732615683,84.56075027285877,,,,,23.969038366445925,314.022440152847,105.26249005144764,,0
Subsided as of,2024,1,40.0,23.53959210002708,88.22634614870479,,,,,20.768122008163058,327.6348946052153,87.41597168427396,,1
Dr. A. Santos Waist Level     0530H 25 October   14.479352031147348,2024,1,40.0,29.542541543750396,80.40841687443043,,,,,23.75468995980061,298.6024508328002,109.70835705632304,,0
220                  Ave. infront of                    2024                               120.9979786034963,2024,1,40.0,26.76842779982619,84.21148908062587,,,,,22.542091653705846,312.7254335453871,99.40648574702558,,0
                       PNHS,2024,1,40.0,30.658095154750878,85.29458119907868,,,,,26.149693865859795,316.747574182141,113.85104578504554,,1
(Northbound),2024,1,40.0,28.44767445428189,89.05041095410611,,,,,25.332771008424288,330.6951186477078,105.64248921611895,,1
Dr. A. Santos,2024,1,40.0,25.382611731946177,87.6673047861527,,,,,22.25225158973101,325.55885421710957,94.26015790775638,,1
Ave. infront of                  Subsided as of,2024,1,40.0,28.231633721983034,97.00655187923707,,,,,27.386534412871654,360.2408213460371,104.84020638738357,,1
