*year_2025,year,flood,precipitation,temperature,humidity,month,day,risk_level,is_monsoon_season,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk
166                                                                     Storm Crising                 14.508465192894894   120.99816519364231,2025,1,40.0,23.937370247277688,84.2636375700327,,,,,20.170498908962912,312.9190907189691,88.89314950064922,,0
Southwest      Subsided as,2025,1,40.0,27.59938413074653,84.40017968277444,,,,,23.293929797689202,313.42614969477563,102.49230196618247,,0
"Monsoon        of 1300H,",2025,1,40.0,29.3156102002058,82.42773714453168,,,,,24.164194118141154,306.10134218157793,108.86563115787614,,0
"July 21,                                           Gutter",2025,1,40.0,29.350872107812968,89.74972615863827,,,,,26.34232734193428,333.29207605708,108.99657879298483,,1
1719H   JULY   Sto Niño   Dalhia St.                    Enchanced        23 July,2025,1,40.0,22.18996765469422,88.55616889754299,,,,,19.650585234601174,328.85971515226447,82.40404404354457,,1
2025                                              Level,2025,1,40.0,28.75147888788684,87.67029278673924,,,,,25.20650572152791,325.569950372623,106.7706888744952,,1
by Tropical        2025,2025,1,40.0,26.475767678224152,82.77532265124177,,,,,21.915402120043222,307.3921260100878,98.31967129440598,,0
"167                                                               8""    Storm Crising                 14.502737621912187   120.99425379027034",2025,1,40.0,29.71148463396319,94.15295302700494,,,,,27.974240171041156,349.64377635880834,110.33573939699998,,1
Southwest,2025,1,40.0,29.831305560311772,89.35486768508778,,,,,26.65572361215082,331.8257406594014,110.7807030420947,,1
Monsoon       Subsided as,2025,1,40.0,29.153279497893514,88.96869025064011,,,,,25.93729093438425,330.391642926045,108.26280439620075,,1
"July 21,                             Gomburza      Gutter",2025,1,40.0,27.85444271659133,90.17058035709461,,,,,25.116512652784873,334.8549484526227,103.43948040594881,,1
"1719H   JULY   Sto Niño                                 Enchanced       of 1300H,",2025,1,40.0,26.66240796484484,82.79490713826578,,,,,22.075115915318865,307.46485441404093,99.01277344932225,,0
2025                                  Ilaya       Level,2025,1,40.0,28.616768549105775,85.34588357079271,,,,,24.423233967643043,316.93808923669394,106.27043232330158,,1
by Tropical      23 July,2025,1,40.0,29.01825220015454,81.72037143784375,,,,,23.713823482736558,303.4744886522771,107.76137079507473,,0
"168                                                               8""    Storm Crising       2025      14.507095803376526   120.9964920933037",2025,1,40.0,28.43049517042705,83.83447617863044,,,,,23.834556701118345,311.3253689637497,105.57869270746963,,0
Southwest      Subsided as,2025,1,40.0,26.475636600282268,85.6691336405353,,,,,22.681448501278297,318.13850166625025,98.31918452702244,,1
"Santos                        Monsoon        of 1300H,",2025,1,40.0,27.212476221986055,76.72088016010893,,,,,20.87765127086806,284.9085174955493,101.0554915638226,,0
"July 21,                                           Chest",2025,1,40.0,23.230087751131567,84.30292858791096,,,,,19.583644287745493,313.0650007454342,86.26660497969208,,0
"1719H   JULY   Sto Niño   Compound               45""    Enchanced        23 July",2025,1,40.0,32.260983645151526,85.83017418936122,,,,,27.689658457834888,318.73653734997686,119.80348770903923,,1
2025                                              Level,2025,1,40.0,28.281610096920467,76.78899494098931,,,,,21.717164146554577,285.1614666431563,105.02579725734635,,0
Kaingin 2                     by Tropical        2025,2025,1,40.0,25.56509718785861,85.90657646986583,,,,,21.962099765283273,319.0202627246913,94.93783079941258,,1
169                                                                     Storm Crising                 14.498330195484892   121.00482241635855,2025,1,40.0,29.152632490380917,91.53975172316214,,,,,26.68624740246059,339.9394649921825,108.26040168717502,,1
Subsided as,2025,1,40.0,31.17231021993159,82.7420655366844,,,,,25.792613351474362,307.26862331844836,115.76062048737917,,0
Southwest,2025,1,40.0,28.60146887079491,70.63930206832156,,,,,20.203877991617777,262.3241389724068,106.21361586529679,,0
"July 21,                                           Waist                           of 1300H,",2025,1,40.0,32.14917639346813,84.14605996406638,,,,,27.052265246001166,312.48245780578264,119.3882834223328,,0
"1719H   JULY   Sto Niño   Sitio Libjo            37""     Monsoon",2025,1,40.0,27.031379320978306,85.44966714796512,,,,,23.098223655279835,317.32349702986403,100.38297517087351,,1
2025                                              Level                            23 July,2025,1,40.0,30.236657926243613,87.1867745837268,,,,,26.362366787806582,323.774370680173,112.28600826539169,,1
Enchanced,2025,1,40.0,27.997910089325355,82.61332475219623,,,,,23.13000438592227,306.79053513732754,103.97225683381735,,0
170                                                                                         2025      14.500023291083304   121.00879924527656,2025,1,40.0,26.666214120141554,87.51962345065984,,,,,23.338170186494573,325.01042893484964,99.02690788131366,,1
                                                                         by Tropical,2025,1,40.0,25.178871359459695,75.51965271391201,,,,,19.014996207946616,280.4476728055938,93.50355335163064,,0
Storm Crising,2025,1,40.0,27.235747569343967,86.44827851314747,,,,,23.544834913884266,321.03191230109866,101.14191138932551,,1
Southwest,2025,1,40.0,25.342647356264745,83.53068108918221,,,,,21.16888594271757,310.1972040055728,94.11174731856254,,0
Monsoon       Subsided as,2025,1,40.0,27.378164836053344,93.27272504107307,,,,,25.53636040882379,346.3749862979204,101.67078817279382,,1
"July 21,                                           Chest",2025,1,40.0,30.768511355315383,80.96645573491173,,,,,24.91217312679272,300.674768357219,114.26108430317352,,0
"1719H   JULY   Sto Niño    Halik Alon            45""    Enchanced       of 1300H,",2025,1,40.0,28.45918280633241,82.45573337806213,,,,,23.466227896364753,306.2053082123896,105.68522631082756,,0
2025                                              Level,2025,1,40.0,27.252491152048233,88.56614326664322,,,,,24.136480357452307,328.8967556907381,101.20408989035262,,1
by Tropical      23 July,2025,1,40.0,26.157558083938707,81.276046642806,,,,,21.259829108921096,301.8244565048808,97.13797703371024,,0
171                                                                     Storm Crising       2025      14.498701240583152   121.00578214665771,2025,1,40.0,29.910174158696417,97.4556268863935,,,,,29.149147729169666,361.90849374846823,111.07358726599604,,1
Southwest      Subsided as,2025,1,40.0,27.812269152175173,90.27880035772341,,,,,25.10858294284492,335.25683122401654,103.28286583517962,,1
"Monsoon        of 1900H,",2025,1,40.0,28.809524060966368,89.54783931781796,,,,,25.798306314342266,332.54235472437455,106.98624380785036,,1
"July 21,                                           Knee",2025,1,40.0,26.50972264900098,90.50575083646399,,,,,23.99282352814249,336.09962818239273,98.44576552540858,,1
"1719H   JULY   Sto Niño J.P Rizal St.            19""    Enchanced        22 July",2025,1,40.0,31.034659298290368,81.01306664872762,,,,,25.142129221529515,300.8478613447692,115.24944386981623,,0
2025                                              Level,2025,1,40.0,28.456919395972722,89.51967326293332,,,,,25.474541263971084,332.4377580497257,105.67682097334033,,1
by Tropical        2025,2025,1,40.0,30.243565124742123,77.21009106535385,,,,,23.351084174222994,286.72523744799395,112.31165864479493,,0
172                                                                     Storm Crising                 14.503783634745869   120.99517388610069,2025,1,40.0,27.868885605112485,78.74035207019934,,,,,21.944058643506672,292.407971970355,103.49311511332351,,0
Southwest      Subsided as,2025,1,40.0,32.46450126710452,84.8075296288602,,,,,27.532341530961357,314.9388730759332,120.55926506500595,,0
"Monsoon        of 1900H,",2025,1,40.0,31.832749480792298,84.17285042312687,,,,,26.794532606035997,312.5819461062039,118.21320927826633,,0
"July 21,                                           Gutter",2025,1,40.0,29.050593958004377,88.47294833746237,,,,,25.701916984191175,328.5506696049736,107.881474243614,,1
1719H   JULY   Sto Niño Kaingin RD.                     Enchanced        22 July,2025,1,40.0,29.26352368613115,85.7090263299834,,,,,25.081481221227076,318.2866460434504,108.67220413415653,,1
2025                                              Level,2025,1,40.0,29.00600933108784,83.1789057467293,,,,,24.12688116239306,308.8908609200844,107.7159060184923,,0
by Tropical        2025,2025,1,40.0,22.82330687354697,74.41367455175387,,,,,16.983661298829315,276.3405431962184,84.75599487542445,,0
"173                                                               8""    Storm Crising                 14.498226975544293   121.00406091806398",2025,1,40.0,29.533999107377415,87.01269691457853,,,,,25.698329130056635,323.1279207105869,109.67663410322673,,1
Southwest,2025,1,40.0,29.842004505665514,87.02115918843063,,,,,25.96885824589383,323.1593459743849,110.82043434670355,,1
Monsoon       Subsided as,2025,1,40.0,28.44923282594887,82.19816560647426,,,,,23.384747512044886,305.24881173053757,105.64827634161098,,0
"July 21,                                           Knee",2025,1,40.0,28.30526386689711,80.81802815874454,,,,,22.875756122355853,300.1235718564359,105.11363723680387,,0
"1719H   JULY   Vitalez     Alejandro             19""    Enchanced       of 1300H,",2025,1,40.0,31.296218254988485,89.89019609972355,,,,,28.13223196120663,333.8137213065059,116.22076190520667,,1
2025                                              Level,2025,1,40.0,29.597901060795856,79.46957116447054,,,,,23.521325046698745,295.1159796293479,109.9139386124493,,0
by Tropical      23 July,2025,1,40.0,28.44126335771857,84.33780831556115,,,,,23.986738173156617,313.19452912773016,105.61868114700445,,0
174                                                                     Storm Crising       2025      14.509482753691758   121.00652391399377,2025,1,40.0,28.45838024008895,82.25639575398789,,,,,23.408837875462254,305.46505357978424,105.68224592324415,,0
Southwest,2025,1,40.0,26.27380553192762,83.2630938930275,,,,,21.87638336932035,309.20349966852496,97.56967030938753,,0
Monsoon       Subsided as,2025,1,40.0,27.89441212034154,86.45681200961313,,,,,24.116619448070423,321.06360205520485,103.58790966723842,,1
"July 21,                              Banana       Gutter",2025,1,40.0,26.40640703486956,84.68672190302934,,,,,22.36272049020196,314.49024487984565,98.06209554671572,,0
"1719H   JULY   Vitalez                                  Enchanced       of 1100H,",2025,1,40.0,29.464429982329968,81.73787718038054,,,,,24.08359959085609,303.53949748876863,109.41828414374547,,0
2025                                Compound      Level,2025,1,40.0,26.199184939788772,81.13387494192217,,,,,21.25641394485113,301.2964916478028,97.29256136281977,,0
by Tropical      22 July,2025,1,40.0,30.843549459974206,84.51747538523489,,,,,26.068189322766447,313.8617357389772,114.53974371257296,,0
"175                                                               8""    Storm Crising       2025      14.468809635724792   121.02286236389642",2025,1,40.0,32.477579850723515,90.47026616877082,,,,,29.382552936124643,335.9678533116511,120.60783332780551,,1
Southwest      Subsided as,2025,1,40.0,29.009721479080696,90.88304868376736,,,,,26.364919294858222,337.50075092896617,107.72969134758605,,1
"Monsoon        of 2200H,",2025,1,40.0,29.213769037562646,86.55876896547313,,,,,25.287078847330775,321.4422265584928,108.48743666104383,,1
"July 21,                                           Waist",2025,1,40.0,24.682755202565275,85.93241438359517,,,,,21.21048748195679,319.1162136793785,91.66119024954683,,1
"1719H   JULY   Vitalez    Urman Drive            37""    Enchanced        22 July",2025,1,40.0,27.098917412406546,86.08877695511221,,,,,23.329126568416736,319.6968773572423,100.63378274063993,,1
2025                                              Level,2025,1,40.0,29.499384339345067,84.87889166654891,,,,,25.038750475691597,315.2038811457171,109.54808966756636,,0
by Tropical        2025,2025,1,40.0,28.615968109577548,84.11882118824676,,,,,24.071415045381254,312.38130464876764,106.26745983342846,,0
176                                                                     Storm Crising                 14.510565325710733   121.00590669410654,2025,1,40.0,27.97117522286466,75.41872516389117,,,,,21.09550376644272,280.0728710750755,103.87297498052185,,0
Subsided as,2025,1,40.0,27.86717159351403,82.78262112697236,,,,,23.069175079061985,307.41922942569045,103.48675000772948,,0
Southwest,2025,1,40.0,30.676948055143498,96.08094096373351,,,,,29.47470035033762,356.80349850558645,113.92105738931994,,1
"July 21,                                           Knee                            of 1100H,",2025,1,40.0,29.58373899969986,90.09117821853431,,,,,26.652339025925638,334.5600828888286,109.86134677795624,,1
"1719H   JULY   Vitalez     Cipriana              19""     Monsoon",2025,1,40.0,28.322476888924434,85.08812485578592,,,,,24.099064497499135,315.98088367269514,105.17755903458811,,1
2025                                              Level                            22 July,2025,1,40.0,27.24743603452133,73.89113615656143,,,,,20.133440059440137,274.40005920805123,101.1853173471108,,0
Enchanced,2025,1,40.0,29.42638481815573,83.30517085368945,,,,,24.51370014882876,309.359755494291,109.27700068479484,,0
177                                                                                         2025      14.509487636752914   121.00735360082912,2025,1,40.0,27.981114556759863,73.51314057391667,,,,,20.569796078259536,272.99634537100405,103.90988541323672,,0
                                                                       by Tropical,2025,1,40.0,24.72237456412173,84.22795465536197,,,,,20.823150437597192,312.7865796437893,91.80831960392355,,0
Storm Crising,2025,1,40.0,29.12941387222852,88.95485281781215,,,,,25.912027236732232,330.3402566220202,108.1741776753768,,1
Southwest,2025,1,40.0,28.860979249063533,94.39813294123933,,,,,27.244225559674486,350.5542696396261,107.17732635705501,,1
Monsoon       Subsided as,2025,1,40.0,30.034621610346253,93.37200386751987,,,,,28.04392805160746,346.7436653746284,111.5357318462154,,1
"July 21,                              Vitalez    Knee",2025,1,40.0,28.084502225673585,78.14555886690312,,,,,21.946791219240467,290.19916454512855,104.2938229725564,,0
"1719H   JULY    Vitalez                        19""    Enchanced       of 1300H,",2025,1,40.0,26.519434793595327,83.44675540368328,,,,,22.129607886650774,309.885539924225,98.48183227428193,,0
2025                                Compound    Level,2025,1,40.0,27.605143991164564,82.12018249681933,,,,,22.669394624054092,304.95921583284826,102.51369162293899,,0
by Tropical      23 July,2025,1,40.0,28.91260237854604,84.20447144837681,,,,,24.345704014825515,312.6993730622926,107.36903256869711,,0
178                                                                   Storm Crising       2025      14.509981765057088   121.00481791249106,2025,1,40.0,25.25900628404137,79.92169034105243,,,,,20.187424785558516,296.7949567743238,93.80114016912461,,0
Southwest      Subsided as,2025,1,40.0,27.401168105521645,80.09263493399568,,,,,21.94631753840591,297.429771839632,101.75621247173419,,0
"Monsoon        of 1100H,",2025,1,40.0,28.55967296864169,84.06106202555448,,,,,24.007564408465406,312.16681183559734,106.05840377055787,,0
"July 21,                              Airport    Gutter",2025,1,40.0,30.91836966555153,87.10953730424973,,,,,26.932848757679444,323.48754447659866,114.81759393802999,,1
1719H   JULY    Vitalez                               Enchanced        22 July,2025,1,40.0,29.46357382820061,81.46916595895325,,,,,24.00372785953547,302.5416190028663,109.4151047536859,,0
2025                                 Village    Level,2025,1,40.0,28.4550259565005,74.23681477805131,,,,,21.124104914373696,275.6837616808729,105.66978954940629,,0
by Tropical        2025,2025,1,40.0,29.381167775095214,84.05224653336919,,,,,24.69553157270585,312.1340748700638,109.10908393674634,,0
"179                                                             8""    Storm Crising                 14.492684755208328   121.01840739464016",2025,1,40.0,29.97426524447251,87.85735895285954,,,,,26.334597809318435,326.2646340617528,111.31159413185888,,1
Southwest,2025,1,40.0,26.607484768937002,90.53835110893878,,,,,24.089977981357592,336.22069164362205,98.80881220318479,,1
Monsoon       Subsided as,2025,1,40.0,27.791352482421694,87.56529977664403,,,,,24.335581113216357,325.1800512631342,103.20519027465463,,1
"July 21,                              Vitalez    Waist",2025,1,40.0,27.767100667951077,78.72606723011133,,,,,21.859946339703857,292.3549241872268,103.11512941386965,,0
"1719H   JULY    Vitalez                        37""    Enchanced       of 1100H,",2025,1,40.0,27.699039110577814,86.64383820380934,,,,,23.99951063097891,321.75813730571394,102.8623779155919,,1
2025                                Compound    Level,2025,1,40.0,29.160138450091026,78.34251517386,,,,,22.844785889981143,290.93057598500485,108.28827560948828,,0
by Tropical      22 July,2025,1,40.0,29.64456572020632,90.7342652720632,,,,,26.897778899323114,336.9482330072726,110.08723118813826,,1
180                                                                   Storm Crising       2025      14.510000947692113   121.0050021044603,2025,1,40.0,29.474064936888723,89.82900175494161,,,,,26.4762583094104,333.5864716970834,109.45406424185883,,1
Southwest,2025,1,40.0,30.827133219330985,96.48721272471847,,,,,29.744241606268243,358.312217968671,114.47878081987999,,1
Monsoon       Subsided as,2025,1,40.0,26.140691421776104,82.50188559944367,,,,,21.566563331697306,306.3766978125284,97.07534146824466,,0
"July 21,                               Gat       Knee",2025,1,40.0,28.075567882547034,80.29967648124004,,,,,22.544590179956202,298.1986355461259,104.26064464548728,,0
"1719H   JULY    Vitalez                        19""    Enchanced       of 1100H,",2025,1,40.0,29.93716325097465,83.89763233833388,,,,,25.116571156829515,311.55990391426474,111.17381320518619,,0
2025                                Mendoza     Level,2025,1,40.0,31.7266658777583,76.25681772959618,,,,,24.19374577008013,283.1851882163902,117.81926017330393,,0
by Tropical      22 July,2025,1,40.0,25.78778244115164,87.53204823714216,,,,,22.572574165678134,325.0565692748652,95.76478853570856,,1
181                                                                   Storm Crising       2025      14.50957751280398    121.0081220108555,2025,1,40.0,28.88774515789469,85.87917979918358,,,,,24.80855860407833,318.918523213725,107.27672348843035,,1
Southwest      Subsided as,2025,1,40.0,25.526915154166435,85.45143165256471,,,,,21.813114455970712,317.3300496448566,94.79603906564337,,1
Blk 1 and,2025,1,40.0,28.347205148485667,81.97417715337183,,,,,23.23738816644938,304.4170144678321,105.26938920855292,,0
"Monsoon        of 1100H,",2025,1,40.0,29.566629884222756,88.13230679571954,,,,,26.057752958718098,327.2856726907983,109.79781084463445,,1
"July 21,                             Blk 2 Sto   Gutter",2025,1,40.0,31.64119480147342,77.62672932254193,,,,,24.56202464295798,288.27245364180794,117.50185717190126,,0
1719H   JULY   Don Galo                               Enchanced        22 July,2025,1,40.0,28.785584311576663,98.20896691654552,,,,,28.270024973290642,364.70607624117093,106.89734182323285,,1
2025                                Niño De     Level,2025,1,40.0,25.91789831182666,89.12782417950322,,,,,23.100058838387298,330.982598239136,96.24798319848223,,1
by Tropical        2025,2025,1,40.0,26.063974423475127,87.30040712817303,,,,,22.753955785476677,324.196353323097,96.79044736631275,,1
Coastal,2025,1,40.0,28.235198977249787,92.41426266736816,,,,,26.093350947489668,343.18702440661315,104.85344621975285,,1
"182                                                             8""    Storm Crising                 14.503858197230143   120.9908283562313",2025,1,40.0,27.54719355539955,82.10153406980689,,,,,22.616668502162007,304.8899635552069,102.2984885034287,,0
Southwest,2025,1,40.0,26.976810670372753,77.89936996702617,,,,,21.014765549417866,289.2849243234129,100.18033055426697,,0
Monsoon       Subsided as,2025,1,40.0,28.7644276966391,83.28368765420878,,,,,23.95607611838963,309.27997608479615,106.8187752089747,,0
"July 21,                                         Gutter",2025,1,40.0,29.612755866868604,92.04209911014941,,,,,27.256202104229782,341.80496821628026,109.96910300533736,,1
"1719H   JULY   Don Galo Quirino Ave                   Enchanced       of 1100H,    14.507794910327876",2025,1,40.0,27.858285871944314,91.97402492612622,,,,,25.622386791853565,341.55216982802807,103.45375224031567,,1
2025                                            Level,2025,1,40.0,27.43791845474881,86.78164271653546,,,,,23.81107636225446,322.2698842948394,101.89268754206581,,1
by Tropical      22 July,2025,1,40.0,29.15464806062928,77.74982030046024,,,,,22.667686476370882,288.7295608590687,108.26788665254783,,0
"183                                                             8""    Storm Crising       2025                           120.99441525567238",2025,1,40.0,29.68963982170629,88.13441824007951,,,,,26.16679133443582,327.29351369159394,110.25461711240035,,1
Subsided as,2025,1,40.0,24.741215125832444,89.65541053816766,,,,,22.18183799319631,332.94182820344645,91.87828538761347,,1
Southwest,2025,1,40.0,30.228031770158612,81.71563319366705,,,,,24.70102756296795,303.45689284105725,112.2539744131114,,0
"July 21,                             Factor      Gutter                          of 1100H,",2025,1,40.0,32.509214582019666,94.0238681440973,,,,,30.566421053279825,349.1644103434088,120.7253111822846,,1
1719H   JULY   Don Galo                                Monsoon,2025,1,40.0,27.712602072811862,91.13577876788898,,,,,25.256095715903236,338.43928230977605,102.91274495328604,,1
2025                              Compound      Level                            22 July,2025,1,40.0,27.953015592564295,86.00834079981368,,,,,24.041924914677757,319.39817189777256,103.80553788469673,,1
Enchanced,2025,1,40.0,29.66786319659554,78.85926197337223,,,,,23.395857960104962,292.84955246523236,110.17374804568198,,0
"184                                                             8""                        2025      14.507798174057042   120.99305965380674",2025,1,40.0,27.227336746837675,86.56661537940705,,,,,23.56978387969093,321.4713647821016,101.11067719380813,,1
                                                                       by Tropical,2025,1,40.0,26.204423394483342,85.73515074247786,,,,,22.466401898457423,318.3836609319489,97.31201474184623,,1
Storm Crising,2025,1,40.0,25.577640705049525,97.583048962615,,,,,24.95944165269022,362.3816848114058,94.984412054471,,1
Southwest,2025,1,40.0,31.732456742220474,73.53325893229103,,,,,23.333909581834227,273.07105634469104,117.84076496581274,,0
Monsoon       Subsided as,2025,1,40.0,32.81587453919783,84.54210094586195,,,,,27.743229779196035,313.9531845330488,121.86411503323816,,0
"July 21,                   San      Silverio     Knee",2025,1,40.0,26.150747331650287,76.92568879435171,,,,,20.116642509742533,285.66908911869314,97.11268481425873,,0
"1719H   JULY                                   19""    Enchanced       of 1700H,",2025,1,40.0,24.910727057625767,88.55061139908717,,,,,22.058601113485455,328.8390769812382,92.50778016249424,,1
2025                     Isidro    Purok 5      Level,2025,1,40.0,25.373481081733978,82.81262718386355,,,,,21.01244629178451,307.53065908039355,94.2262505801775,,0
by Tropical      22 July,2025,1,40.0,30.62720612600288,83.47029518092022,,,,,25.56461935904348,309.9729565834285,113.73633715071935,,0
185                                                                   Storm Crising       2025      14.472680090982829   121.01161454419221,2025,1,40.0,28.79174290050951,73.73835746729779,,,,,21.23055830104304,273.8327045352141,106.9202121870642,,0
Southwest,2025,1,40.0,30.514492025011865,84.23357698581313,,,,,25.70344813171818,312.8074585731025,113.31776521375544,,0
Monsoon       Subsided as,2025,1,40.0,28.566530925702473,83.95416630224557,,,,,23.98279288014666,311.76984686346725,106.08387128833346,,0
"July 21,                   San      Silverio     Knee",2025,1,40.0,26.709893012584033,84.87997429293542,,,,,22.671350322751877,315.2079015568247,99.18911259619264,,0
"1719H   JULY                                   19""    Enchanced       of 1700H,    14.470037071088854    121.011991145465",2025,1,40.0,27.557629621969234,83.98489766114537,,,,,23.144247035848345,311.8839699794494,102.33724358872814,,0
2025                     Isidro    Purok 3      Level,2025,1,40.0,28.051653833741096,88.37604243533026,,,,,24.79094149591898,328.19080255371705,104.17183810183974,,1
by Tropical      22 July,2025,1,40.0,26.30993724065346,86.06197801126542,,,,,22.642852402828918,319.59735754795565,97.70384801363411,,1
186                                                                   Storm Crising       2025,2025,1,40.0,28.207378889991514,84.59204638232285,,,,,23.861199033859165,314.13866051074933,104.75013432081725,,0
Southwest,2025,1,40.0,27.524704187368187,88.52459695040285,,,,,24.366133443658345,328.7424704512734,102.21497261450959,,1
Monsoon       Subsided as,2025,1,40.0,25.56539579696122,88.19092435358446,,,,,22.54635886799253,327.50335321630394,94.9389397058349,,1
"July 21,                   San     Greenheight Waist",2025,1,40.0,29.294762342608664,79.07780304529754,,,,,23.16565446787607,293.66112048536183,108.78821113625278,,0
"1719H   JULY                                   37""    Enchanced       of 1700H,    14.471927312245462   121.01636088118364",2025,1,40.0,27.8915178730665,86.10435208686023,,,,,24.015810751794728,319.75471673143693,103.57716167140372,,1
2025                     Isidro    s Avenue   Level,2025,1,40.0,28.786417876620927,79.2023739366295,,,,,22.799526329602067,294.1237234677366,106.90043732709701,,0
by Tropical      22 July,2025,1,40.0,25.50631279985969,88.98419159590293,,,,,22.69658625087746,330.44920828880936,94.71953073818149,,1
187                                                                   Storm Crising       2025,2025,1,40.0,27.565958842993176,81.08522595291836,,,,,22.351920013929497,301.11583012116483,102.36817475126006,,0
Southwest,2025,1,40.0,26.728848937331936,95.03497167684162,,,,,25.401754017139186,352.9192161791541,99.259506788835,,1
Monsoon       Subsided as,2025,1,40.0,26.59701290788698,86.5551271396463,,,,,23.021078337769712,321.4287023758304,98.76992419250301,,1
"July 21,                   San     SAV-2 Sto.    Gutter",2025,1,40.0,26.65363370384139,95.28600244426801,,,,,25.39718206252855,353.8514370249521,98.98018959875387,,1
"1719H   JULY                                          Enchanced       of 1700H,",2025,1,40.0,28.531094045960202,95.51200400722344,,,,,27.250619688482196,354.6907101161749,105.95227388159141,,1
2025                     Isidro    Niño St.     Level,2025,1,40.0,29.582451415432562,79.47309862328837,,,,,23.510090788573084,295.1290791018803,109.85656524098768,,0
by Tropical      22 July,2025,1,40.0,25.42858901541701,93.83711525172463,,,,,23.861454381284247,348.4708900189174,94.4308978633566,,1
"188                                                             8""    Storm Crising       2025      14.461711783456419   121.01825760418261",2025,1,40.0,26.02894986382313,81.19477670977021,,,,,21.134147721829226,301.52265475169617,96.66038113994047,,0
Southwest,2025,1,40.0,32.18578717958787,81.08382232414841,,,,,26.09746649032557,301.11061764457276,119.52424021500714,,0
Monsoon       Subsided as,2025,1,40.0,31.24879339698164,85.90054477386931,,,,,26.842883763268134,318.9978635869238,116.04464627724504,,1
"July 21,                   San                   Chest",2025,1,40.0,29.101485408039796,82.85617583970802,,,,,24.112377921652424,307.69238015228007,108.07046331089961,,0
"1719H   JULY             Veraville             45""    Enchanced       of 2200H,",2025,1,40.0,22.22721238532003,80.05523931806313,,,,,17.794048068802116,297.29090052488766,82.54235503482849,,0
2025                     Isidro                 Level,2025,1,40.0,29.68500622297989,84.37386347658892,,,,,25.046386623593982,313.32842256658347,110.23740990960167,,0
by Tropical      22 July,2025,1,40.0,32.17188672682481,95.52538971818916,,,,,30.73232017549377,354.74041891851016,119.4726198819117,,1
189                                                                   Storm Crising       2025      14.467456140928476   120.98872185085435,2025,1,40.0,27.742698250701753,85.65011550973162,,,,,23.76165309724235,318.06787646693675,103.0245092788125,,1
Southwest,2025,1,40.0,28.703062499254475,92.4796049439041,,,,,26.54447880611243,343.42967765953193,106.59089112609936,,1
Monsoon       Subsided as,2025,1,40.0,28.61168080616006,81.62420532294688,,,,,23.35405708756627,303.1173688542326,106.2515386232158,,0
"July 21,                   San                   Chest",2025,1,40.0,30.05951096974526,85.24251981489283,,,,,25.62348459464499,316.5542404800745,111.62816027603773,,1
"1719H   JULY            Garden City            45""    Enchanced       of 1700H,    14.474439794254856   121.01403194526588",2025,1,40.0,28.012011840217614,84.33780773310544,,,,,23.62471668797746,313.19452696473894,104.02462470202246,,0
2025                     Isidro                 Level,2025,1,40.0,24.47049526759751,85.33968088302791,,,,,20.883042571864163,316.91505510867205,90.87294768417007,,1
by Tropical      22 July,2025,1,40.0,28.942925779570306,84.46869685052823,,,,,24.447712236418628,313.6805931350358,107.4816407037083,,0
190                                                                   Storm Crising       2025,2025,1,40.0,29.163029550918232,78.514242065272,,,,,22.89713161517475,291.56829617205443,108.29901192076223,,0
Subsided as,2025,1,40.0,28.055343615068452,83.87062172939726,,,,,23.530191118276665,311.459598071413,104.18554037070926,,0
Infront of                   Southwest,2025,1,40.0,27.13349609907609,93.96457505415496,,,,,25.49587430683256,348.9442211808503,100.76219318555927,,1
"July 21,                   San                   Gutter                          of 1700H,",2025,1,40.0,29.944962983180638,85.34587033626015,,,,,25.556789279866447,316.9380400893035,111.20277807283412,,1
1719H   JULY              Silverio                     Monsoon,2025,1,40.0,26.534867312166266,86.31672131980298,,,,,22.90402747042205,320.54336518272055,98.53914204416587,,1
2025                     Isidro                 Level                            22 July,2025,1,40.0,26.35056997214639,82.36846938580362,,,,,21.704561160492158,305.8812470883093,97.85474059030014,,0
Compound                      Enchanced,2025,1,40.0,31.071279157504613,83.72336405062596,,,,,26.013920164223855,310.9127460689202,115.38543435608089,,0
"191                                                             8""                        2025      14.469305853139588   121.01090606102454",2025,1,40.0,26.66527677256171,84.0167496075116,,,,,22.40329881815312,312.0022544777452,99.02342697352437,,0
                                                                         by Tropical,2025,1,40.0,26.272004140003425,87.62534856061572,,,,,23.020935201537394,325.4030467499311,97.56298071065665,,1
Storm Crising,2025,1,40.0,27.52535718160576,73.80591774420704,,,,,20.31534248025513,274.0835944923631,102.21739755566996,,0
Southwest,2025,1,40.0,29.579204369626527,86.62139890257937,,,,,25.621920609223384,321.67480734347,109.84450710238308,,1
UPS V                         Monsoon       Subsided as,2025,1,40.0,24.307184470499337,78.04439302229743,,,,,18.970394580811348,289.82347789049635,90.26648126987509,,0
"July 21,                    San                    Gutter",2025,1,40.0,25.624843099977916,86.40852563603977,,,,,22.14204911923939,320.8842871271004,95.15970154975861,,1
"1719H   JULY               Police                       Enchanced       of 1745H,    14.465640148308452   121.01775742019915",2025,1,40.0,28.072063655192416,76.50608271749942,,,,,21.4768362405506,284.11085171267507,104.24763144466779,,0
2025                      Isidro                  Level,2025,1,40.0,28.725533334562115,83.50714924510665,,,,,23.987873993145644,310.10981680673575,106.67433819241333,,0
