temperature,humidity,precipitation,flood,risk_level,month,is_monsoon_season,season,year,latitude,longitude,flood_depth_m,weather_type,flood_depth_category,weather_description
27.5,75.0,25.0,1,1,7,1,wet,2024,14.4787316330279,120.998285831882,0.5,,158                pnhs main      knee level         2024          14.4787316330279    120.9982858318820,
27.5,75.0,25.0,1,1,7,1,wet,2024,,121.00149393178692,0.5,,159                  phase 3      knee level         2024         121.00149393178692   121.00149393178692,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.4811841557345,120.99670386486,0.5,,160                wilcon depot   knee level         2024          14.4811841557345     120.996703864860,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.478698809148534,121.00133678311884,0.5,,161                   subd.       knee level         2024         14.478698809148534   121.00133678311883,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.488640932656116,120.98416182473966,0.5,,162                  coastal      knee level         2024         14.488640932656116   120.98416182473966,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.472979555821,120.997991367406,0.1,,163                  college      gutter level       2024          14.4729795558210    120.9979913674060,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.490606568911028,120.9877938717755,0.5,,164                  quirino      knee level         2024         14.490606568911028   120.9877938717755,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.47525847518668,120.99961580200416,0.1,,165                gatchalian 2   gutter level       2024         14.475258475186681   120.99961580200417,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.467307570585012,121.00652816086954,0.5,,166   san isidro     valley 6     knee level         2024         14.467307570585012   121.00652816086954,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.470007344293688,121.01140301784052,0.1,,167                compound      gutter level       2024         14.470007344293688   121.01140301784051,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.465512646376936,121.01797659391234,0.5,,168                orthodox      knee level         2024         14.465512646376936   121.01797659391234,
27.5,75.0,50.0,1,2,7,1,wet,2024,14.47129373151303,121.00880594078453,1.0,,169                fortunata     waist level        2024         14.47129373151303    121.00880594078453,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.47400350965944,121.00423435406056,0.5,,170               village dasa   knee level         2024         14.47400350965944    121.00423435406056,
27.5,75.0,50.0,1,2,7,1,wet,2024,14.469766203556002,121.00710126642564,1.0,,171                 valley 2     waist level        2024         14.469766203556002   121.00710126642565,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.467611950920888,121.01411825372412,0.5,,172                  village     knee level         2024         14.467611950920887   121.01411825372413,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.45792916433258,121.01692722332648,0.5,,173                8a area 2     knee level         2024         14.45792916433258    121.01692722332648,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.499979544031826,121.00979642508436,0.5,,174                sitio libjo   knee level         2024         14.499979544031826   121.00979642508437,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.49747850445389,121.00352709762596,0.5,,175   sto. niño   kaingin road   knee level         2024         14.49747850445389    121.00352709762596,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.508453859568544,120.99826380489247,0.1,,176               pascor drive    gutter level       2024         14.508453859568545   120.99826380489249,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.516521188074677,121.00116613094296,0.5,,177    tambo        dulo          knee level         2024         14.516521188074677   121.00116613094296,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.454050846261849,121.03052303194652,0.5,,178               teoville ave.   knee level         2024         14.454050846261849   121.03052303194652,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.451665154992885,121.0174700001106,0.5,,179                clinic ville   knee level         2024         14.451665154992883   121.0174700001106,
27.5,75.0,50.0,1,2,7,1,wet,2024,14.459772609740565,121.02936433617734,1.0,,180   bf homes       site ii      waist level        2024         14.459772609740565   121.02936433617734,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.479764999578846,121.02097883617316,0.5,,181               high school     knee level         2024         14.479764999578846   121.02097883617317,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.48548409615394,120.98785929142522,0.1,,182                russia st.     gutter level       2024         14.48548409615394    120.98785929142522,
27.5,75.0,50.0,1,2,7,1,wet,2024,14.484859652745868,121.03037365934026,1.0,,183   don bosco      ruiz         waist level        2024         14.484859652745868   121.03037365934026,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.507073448379362,121.03443689289573,0.5,,184    merville    sitio wella    knee level         2024         14.507073448379362   121.03443689289571,
27.5,75.0,50.0,1,2,7,1,wet,2024,14.485560148510828,121.02851054814064,1.0,,185                    station    waist level        2024          14.485560148510828   121.02851054814063,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.489271909035525,121.00195822457492,0.1,,186   moonwalk         village    gutter level       2024          14.489271909035525   121.00195822457492,
27.5,75.0,50.0,1,2,9,1,wet,2024,14.4610474834533,121.027422815933,1.0,,187                 northbound) waist level      september 2024     14.4610474834533     121.027422815933,
27.5,75.0,50.0,1,2,7,1,wet,2024,14.463549211674886,121.03168948529331,1.0,,188                   hinirang    waist level         2024         14.463549211674886   121.03168948529333,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.465147151764748,121.01989675774368,0.1,,189                   valley 1    gutter level        2024         14.465147151764747   121.01989675774367,
27.5,75.0,50.0,1,2,7,1,wet,2024,14.472222901131069,121.02382615619064,1.0,,190                   valley 3    waist level         2024         14.472222901131067   121.02382615619065,
27.5,75.0,75.0,1,2,7,1,wet,2024,14.469478439005677,121.02409033947625,1.5,,191                  barangay     chest level         2024         14.469478439005677   121.02409033947625,
27.5,75.0,25.0,1,1,7,1,wet,2024,,121.02042201725614,0.5,,192   san antonio       st.        knee level         2024                              121.02042201725614,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.491093902626648,121.03287468658183,0.5,,193                  annex 41      knee level         2024         14.491093902626647   121.03287468658185,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.491648423298209,121.03707443857704,0.1,,194                                                drive      gutter level                    2024         14.491648423298209   121.03707443857705,
27.5,75.0,5.0,0,0,7,1,wet,2024,,,0.1,,195                                                 hall)     gutter level                    2024,
27.5,75.0,5.0,0,0,7,1,wet,2024,,,0.1,,196                                               katwell     gutter level                    2024,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.494290827928694,121.02794589138446,0.5,,197                                              sta. ana     knee level                      2024         14.494290827928694   121.02794589138446,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.4751068897091,121.001123606865,0.1,,198                                                           gutter level                    2024          14.4751068897091    121.0011236068650,
27.5,75.0,5.0,0,0,7,1,wet,2024,,,0.1,,199                                                           gutter level                    2024,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.4786703879674,120.998369380962,0.1,,200                                                           gutter level                    2024          14.4786703879674     120.998369380962,
27.5,75.0,5.0,0,0,7,1,wet,2024,,,0.1,,201                                                           gutter level                    2024,
27.5,75.0,5.0,0,0,7,1,wet,2024,,,0.1,,202                                                           gutter level                    2024,
27.5,75.0,5.0,0,0,7,1,wet,2024,,,0.1,,203                                                              gutter level                           2024,
27.5,75.0,5.0,0,0,9,1,wet,2024,,120.9975506406488,0.1,,204                                            (northbound)      gutter level                      september 2024                          120.9975506406488,
27.5,75.0,5.0,0,0,9,1,wet,2024,,120.99838982029348,0.1,,205                                            (northbound)      gutter level                      september 2024                          120.99838982029347,
27.5,75.0,5.0,0,0,9,1,wet,2024,,121.00032482713593,0.1,,206     2024                                        ave.         gutter level                      september 2024                          121.00032482713593,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.47521256063549,,0.1,,gutter level                                         14.47521256063549,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.474441657330171,,0.1,,ave. bernabe      gutter level                          0336h 16       14.474441657330173,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.470919573781789,,0.5,,san isidro                      knee level                            0336h 16       14.470919573781787,
27.5,75.0,25.0,1,1,10,1,wet,2024,14.531645741425695,,0.5,,corner quirino knee level                           0530h 25 october   14.531645741425695,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.532095484271297,,0.1,,bagong      gutter level                          subsided as of    14.532095484271295,
27.5,75.0,25.0,1,1,10,1,wet,2024,14.494667458965845,,0.5,,la huerta        perville    knee level     0530h 25 october   14.494667458965843,
27.5,75.0,50.0,1,2,7,1,wet,2024,14.484930303985324,,1.0,,waist level                      14.484930303985323,
27.5,75.0,50.0,1,2,7,1,wet,2024,14.484359536799593,,1.0,,waist level                      14.484359536799591,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.48155469298072,,0.5,,knee level                       14.481554692980719,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.483506669281844,,0.5,,st. peter     knee level     subsided as of    14.483506669281843,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.483255568535649,,0.5,,st. peter     knee level     subsided as of    14.483255568535649,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.476017528679511,,0.5,,knee level                       14.476017528679513,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.473124594361147,,0.5,,knee level                       14.473124594361147,
27.5,75.0,50.0,1,2,10,1,wet,2024,14.479352031147348,,1.0,,dr. a. santos waist level     0530h 25 october   14.479352031147348,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.47876898347204,,0.5,,knee level                       14.478768983472039,
27.5,75.0,25.0,1,1,7,1,wet,2024,14.47535600983211,,0.5,,knee level                       14.47535600983211,
27.5,75.0,50.0,1,2,10,1,wet,2024,14.47049906565463,,1.0,,san pedro        waist level   0530h 25 october   14.47049906565463,
27.5,75.0,50.0,1,2,10,1,wet,2024,14.46966626793558,,1.0,,san felipe st. waist level      0530h 25 october   14.469666267935581,
27.5,75.0,25.0,1,1,10,1,wet,2024,14.470022333185764,,0.5,,knee level    0530h 25 october   14.470022333185764,
27.5,75.0,5.0,0,0,10,1,wet,2024,14.468059657967606,,0.1,,n.lopez ave. gutter level       0530h 25 october   14.468059657967606,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.467433427185227,,0.1,,gutter level                         14.467433427185227,
27.5,75.0,25.0,1,1,10,1,wet,2024,14.523354818011686,,0.5,,pascor drive      knee level    0530h 25 october   14.523354818011686,
27.5,75.0,25.0,1,1,10,1,wet,2024,14.501135778745136,,0.5,,sitio libjo     knee level    0530h 25 october   14.501135778745136,
27.5,75.0,25.0,1,1,10,1,wet,2024,14.509714792204129,,0.5,,vitalez      urma drive       knee level    0530h 25 october   14.509714792204129,
27.5,75.0,5.0,0,0,1,0,dry,2024,14.509430572513276,,0.1,,alejandro st      gutter level   0530h 25 october   14.509430572513276,
27.5,75.0,25.0,1,1,10,1,wet,2024,14.509479429699478,,0.5,,knee level     0530h 25 october   14.509479429699478,
27.5,75.0,25.0,1,1,10,1,wet,2024,14.509679093557954,,0.5,,gat mendoza       knee level     0530h 25 october   14.509679093557954,
27.5,75.0,5.0,0,0,10,1,wet,2024,14.502216241783652,,0.1,,subdivision      gutter level   0530h 25 october   14.502216241783653,
27.5,75.0,5.0,0,0,10,1,wet,2024,14.502180767623344,,0.1,,rd near sittio    gutter level   0530h 25 october   14.502180767623344,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.493226758788936,,0.1,,gutter level                      14.493226758788936,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.49068467817957,,0.1,,infront of     gutter level    subsided as of    14.49068467817957,
27.5,75.0,5.0,0,0,10,1,wet,2024,14.492537299258538,,0.1,,batang corner     gutter level   0530h 25 october   14.492537299258538,
27.5,75.0,5.0,0,0,10,1,wet,2024,14.49793101832362,,0.1,,ave. going to     gutter level   0530h 25 october   14.497931018323621,
27.5,75.0,5.0,0,0,10,1,wet,2024,14.466553925399406,,0.1,,valley 1 sra.     gutter level   0530h 25 october   14.466553925399406,
27.5,75.0,5.0,0,0,10,1,wet,2024,14.464956915868587,,0.1,,gutter level   0530h 25 october   14.464956915868589,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.47963899524404,,0.1,,gutter level                                             14.479638995244041,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.478608496699849,,0.1,,gutter level                                             14.478608496699847,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.475864560743464,,0.1,,gutter level                                             14.475864560743464,
27.5,75.0,5.0,0,0,7,1,wet,2024,14.47521256063549,,0.1,,gutter level                                             14.47521256063549,
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 6,                            (northbound       gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.461084936317045,121.02733352014847,0.2032,easterlies,"1   2025      1600h    may                   )          level    8""    easterlies          14.461084936317045   121.02733352014849","1   2025      1600h    may                   )          level    8""    easterlies          14.461084"
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 6,                    antonio corner san        gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.464863417205557,121.01964668077106,0.2032,easterlies,"2   2025      1600h    may            antonio ave.      level    8""    easterlies          14.464863417205555   121.01964668077106","2   2025      1600h    may            antonio ave.      level    8""    easterlies          14.464863"
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 6,                            bf(northbou       gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.457606753585544,121.03383402933494,0.2032,easterlies,"3   2025      1620h    may                  nd)         level    8""    easterlies          14.457606753585543   121.03383402933494","3   2025      1620h    may                  nd)         level    8""    easterlies          14.457606"
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 6,                     san                      gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.462469187579911,121.03087722653824,0.2032,easterlies,"4   2025      1640h    may    antonio                   level    8""    easterlies          14.462469187579913   121.03087722653824","4   2025      1640h    may    antonio                   level    8""    easterlies          14.462469"
27.5,75.0,25.0,1,1,5,0,dry,2025,,,0.5,,"may 12,                           (northbound       knee",
27.5,70.0,24.13,1,1,5,0,dry,2025,14.478585115329809,120.9984147742183,0.4826,easterlies,"5    2025     2130h    may                   )          level    19""   easterlies          14.478585115329807   120.9984147742183","5    2025     2130h    may                   )          level    19""   easterlies          14.478585"
27.5,75.0,75.0,1,2,5,0,dry,2025,,,1.5,,"may 12,                                             chest",
27.5,70.0,57.15,1,2,5,0,dry,2025,14.499879060866066,121.0097883882997,1.143,easterlies,"6    2025     2130h    may                              level    45""   easterlies          14.499879060866066   121.0097883882997","6    2025     2130h    may                              level    45""   easterlies          14.499879"
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 12,                     don        doña         gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.486468830290727,121.02712297682294,0.2032,easterlies,"7    2025     2130h    may     bosco      soledad       level    8""    easterlies          14.486468830290727   121.02712297682294","7    2025     2130h    may     bosco      soledad       level    8""    easterlies          14.486468"
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 12,                             (southbound     gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.478580473257097,120.99826088770628,0.2032,easterlies,"8     2025     2153h   may                      )        level    8""    easterlies   14.478580473257095   120.99826088770628","8     2025     2153h   may                      )        level    8""    easterlies   14.478580473257"
27.5,75.0,25.0,1,1,5,0,dry,2025,,,0.5,,"may 12,                                  gat        knee",
27.5,70.0,24.13,1,1,5,0,dry,2025,14.50957751280398,121.0081220108555,0.4826,easterlies,"9     2025     2153h   may                 mendoza       level    19""   easterlies   14.50957751280398    121.0081220108555","9     2025     2153h   may                 mendoza       level    19""   easterlies   14.509577512803"
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 12,                             (northbound     gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.461084936317045,121.02733352014847,0.2032,easterlies,"10    2025     2153h   may                      )        level    8""    easterlies   14.461084936317045   121.02733352014849","10    2025     2153h   may                      )        level    8""    easterlies   14.461084936317"
27.5,75.0,25.0,1,1,5,0,dry,2025,,,0.5,,"may 12,                                vitalez      knee",
27.5,70.0,24.13,1,1,5,0,dry,2025,14.465833460136432,121.01386660024596,0.4826,easterlies,"11    2025     2153h   may                cmpd. rd.      level    19""   easterlies   14.465833460136432   121.01386660024596","11    2025     2153h   may                cmpd. rd.      level    19""   easterlies   14.465833460136"
27.5,75.0,25.0,1,1,5,0,dry,2025,,,0.5,,"may 12,                             (southbound     knee",
27.5,70.0,24.13,1,1,5,0,dry,2025,14.49084754900224,120.99159601899196,0.4826,easterlies,"12    2025     2336h   may                      )        level    19""   easterlies   14.490847549002241   120.99159601899196","12    2025     2336h   may                      )        level    19""   easterlies   14.490847549002"
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 12,                 dionisio     canaynay       gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.47517951255734,121.00117050347,0.2032,easterlies,"13    2025     2336h   may                  avenue       level    8""    easterlies   14.47517951255734     121.00117050347","13    2025     2336h   may                  avenue       level    8""    easterlies   14.475179512557"
27.5,75.0,25.0,1,1,5,0,dry,2025,,,0.5,,"may 12,                 sto. niño     cor. c-5      knee",
27.5,70.0,24.13,1,1,5,0,dry,2025,14.496244268459511,121.0000922623589,0.4826,easterlies,"14    2025     2336h   may                 extension     level    19""   easterlies   14.496244268459511   121.0000922623589","14    2025     2336h   may                 extension     level    19""   easterlies   14.496244268459"
27.5,75.0,25.0,1,1,5,0,dry,2025,,,0.5,,"may 13,                 dionisio      corner v.     knee",
27.5,70.0,24.13,1,1,5,0,dry,2025,14.49084754900224,120.99159601899196,0.4826,easterlies,"15    2025     0028h   may                  medina       level    19""   easterlies   14.490847549002241   120.99159601899196","15    2025     0028h   may                  medina       level    19""   easterlies   14.490847549002"
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 13,                           (northbound      gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.481072827464269,120.99677015847848,0.2032,easterlies,"16    2025     0028h   may                    )         level    8""    easterlies   14.481072827464267   120.99677015847848","16    2025     0028h   may                    )         level    8""    easterlies   14.4810728274642"
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 13,                           (northbound      gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.48112178,120.9967255,0.2032,easterlies,"17    2025     0028h   may                    )         level    8""    easterlies      14.48112178          120.9967255","17    2025     0028h   may                    )         level    8""    easterlies      14.48112178  "
27.5,75.0,5.0,0,0,5,0,dry,2025,,,0.1,,"may 13,                    san                     gutter",
27.5,70.0,10.16,0,0,5,0,dry,2025,14.47517951255734,121.00117050347,0.2032,easterlies,"18    2025     0028h   may    dionisio                  level    8""    easterlies   14.47517951255734     121.00117050347","18    2025     0028h   may    dionisio                  level    8""    easterlies   14.4751795125573"
27.5,75.0,75.0,1,2,5,0,dry,2025,,,1.5,,"may 13,                                            chest",
27.5,70.0,57.15,1,2,5,0,dry,2025,14.498917412564106,121.00596926303102,1.143,easterlies,"19    2025     0028h   may               halik alon     level    45""   easterlies   14.498917412564106   121.00596926303102","19    2025     0028h   may               halik alon     level    45""   easterlies   14.4989174125641"
27.5,75.0,25.0,1,1,5,0,dry,2025,,,0.5,,"may 13,                  sto. niño   cor. c-5      knee",
27.5,70.0,24.13,1,1,5,0,dry,2025,14.496244268459511,121.00117050347,0.4826,easterlies,"20    2025     0028h   may               extension      level    19""   easterlies   14.496244268459511    121.00117050347","20    2025     0028h   may               extension      level    19""   easterlies   14.4962442684595"
27.5,75.0,25.0,1,1,5,0,dry,2025,,,0.5,,"may 13,                               vitalez      knee",
27.5,70.0,24.13,1,1,5,0,dry,2025,14.465833460136432,121.01386660024596,0.4826,easterlies,"21    2025     0028h   may               cmpd. rd.      level    19""   easterlies   14.465833460136432   121.01386660024596","21    2025     0028h   may               cmpd. rd.      level    19""   easterlies   14.4658334601364"
27.5,75.0,25.0,1,1,5,0,dry,2025,,,0.5,,"may 13,                                 gat        knee",
27.5,70.0,24.13,1,1,5,0,dry,2025,14.50957751280398,121.0081220108555,0.4826,easterlies,"22    2025     0028h   may               mendoza        level    19""   easterlies   14.50957751280398    121.0081220108555","22    2025     0028h   may               mendoza        level    19""   easterlies   14.5095775128039"
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                              corner        knee           southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.53147613718054,120.99691340005928,0.4826,monsoon,"24    2025     0327h   june            quirino ave.     level    19""   monsoon      14.531476137180539   120.99691340005927","24    2025     0327h   june            quirino ave.     level    19""   monsoon      14.5314761371805"
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                              corner        knee           southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.531136514380496,120.99894223560706,0.4826,monsoon,"25    2025     2315h   june              bagong         level    19""   monsoon      14.531136514380497   120.99894223560706","25    2025     2315h   june              bagong         level    19""   monsoon      14.5311365143804"
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                  baclaran      pag-asa       gutter         southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.531223277759253,120.99864190727436,0.2032,monsoon,"26    2025     2315h   june                   street      level    8""    monsoon     14.531223277759253   120.99864190727435","26    2025     2315h   june                   street      level    8""    monsoon     14.531223277759"
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                  baclaran       opeña        gutter         southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.531105328894384,120.99449365263946,0.2032,monsoon,"27    2025     2315h   june                   street      level    8""    monsoon     14.531105328894384   120.99449365263946","27    2025     2315h   june                   street      level    8""    monsoon     14.531105328894"
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                                 bagong       knee           southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.531733356578126,120.9981198924078,0.4826,monsoon,"28    2025     2315h   june               silang street   level    19""   monsoon     14.531733356578126   120.99811989240779","28    2025     2315h   june               silang street   level    19""   monsoon     14.531733356578"
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                  baclaran     rodriguez    gutter           southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.532359024342464,120.99743904493012,0.2032,monsoon,"29    2025     2315h   june                     st.     level      8""    monsoon     14.532359024342465   120.99743904493013","29    2025     2315h   june                     st.     level      8""    monsoon     14.532359024342"
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                                            gutter           southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.528067997127254,120.99802619562334,0.2032,monsoon,"30    2025     2315h   june                4 de julio   level      8""    monsoon     14.528067997127254   120.99802619562334","30    2025     2315h   june                4 de julio   level      8""    monsoon     14.528067997127"
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                                            knee             southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.508762320423765,120.99688684332286,0.4826,monsoon,"31    2025     2300h   june               pascor drive level       19""   monsoon     14.508762320423763   120.99688684332286","31    2025     2300h   june               pascor drive level       19""   monsoon     14.508762320423"
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                                            knee             southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.499879060866066,121.02733352014847,0.4826,monsoon,"32    2025     2300h   june                 sitio libjo level      19""   monsoon     14.499879060866066   121.02733352014849","32    2025     2300h   june                 sitio libjo level      19""   monsoon     14.499879060866"
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                                 kaingin    knee             southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.498589511798034,121.00445236072844,0.4826,monsoon,"33    2025     2300h   june                   road      level      19""   monsoon     14.498589511798034   121.00445236072845","33    2025     2300h   june                   road      level      19""   monsoon     14.498589511798"
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                                    gat     knee             southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.50957751280398,121.0081220108555,0.4826,monsoon,"34    2025     0055h   june                 mendoza     level      19""   monsoon     14.50957751280398    121.0081220108555","34    2025     0055h   june                 mendoza     level      19""   monsoon     14.509577512803"
27.5,75.0,50.0,1,2,6,1,wet,2025,,,1.0,,"june 7,                                 banana     waist            southwest",
27.5,85.0,46.99,1,2,6,1,wet,2025,14.468809635724792,121.02286236389642,0.9398,monsoon,"35    2025     0055h   june                  cmpd.      level      37""   monsoon     14.468809635724792   121.02286236389642","35    2025     0055h   june                  cmpd.      level      37""   monsoon     14.468809635724"
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                              (southbound gutter             southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.46081616541042,121.02761652726252,0.2032,monsoon,"36    2025     2240h   june                      )      level      8""    monsoon     14.46081616541042    121.02761652726252","36    2025     2240h   june                      )      level      8""    monsoon     14.460816165410"
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                    don          santos     knee             southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.510492923295596,121.0068142195289,0.4826,monsoon,"37    2025     2250h   june    bosco         cmpd.      level      19""   monsoon     14.510492923295597   121.0068142195289","37    2025     2250h   june    bosco         cmpd.      level      19""   monsoon     14.510492923295"
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                    don                     gutter           southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.4824325212493,121.0325770003681,0.2032,monsoon,"38    2025     2250h   june    bosco      guam street level        8""    monsoon      14.4824325212493    121.0325770003681","38    2025     2250h   june    bosco      guam street level        8""    monsoon      14.48243252124"
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"     june 7,                    don                 gutter         southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.485388662633744,121.01826178865268,0.2032,monsoon,"39    2025     2250h   june    bosco    un spratly  level    8""    monsoon     14.485388662633744   121.01826178865267","39    2025     2250h   june    bosco    un spratly  level    8""    monsoon     14.485388662633744   "
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                    don                 gutter         southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.480719527484188,121.03065322310742,0.2032,monsoon,"40    2025     2250h   june    bosco  india street level     8""    monsoon     14.480719527484188   121.03065322310742","40    2025     2250h   june    bosco  india street level     8""    monsoon     14.480719527484188   "
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                    don                 gutter         southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.486382261907591,121.02471582165202,0.2032,monsoon,"41    2025     2250h   june    bosco  un cor. usa level      8""    monsoon     14.486382261907593   121.02471582165202","41    2025     2250h   june    bosco  un cor. usa level      8""    monsoon     14.486382261907593   "
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                            soledad     knee           southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.48644546133539,121.02756190232128,0.4826,monsoon,"42    2025     2250h   june               extn.     level    19""   monsoon     14.48644546133539    121.02756190232128","42    2025     2250h   june               extn.     level    19""   monsoon     14.48644546133539    "
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                    don      russia     gutter         southwest",
27.5,85.0,10.16,0,0,6,1,wet,2025,14.483076791479052,121.02645045339663,0.2032,monsoon,"43    2025     2250h   june    bosco      street    level    8""    monsoon     14.483076791479052   121.02645045339663","43    2025     2250h   june    bosco      street    level    8""    monsoon     14.483076791479052   "
27.5,75.0,25.0,1,1,6,1,wet,2025,,,0.5,,"june 7,                    don     levitown    knee           southwest",
27.5,85.0,24.13,1,1,6,1,wet,2025,14.482874843867062,121.01882580744204,0.4826,monsoon,"44    2025     2250h   june    bosco       ave.     level    19""   monsoon     14.482874843867062   121.01882580744203","44    2025     2250h   june    bosco       ave.     level    19""   monsoon     14.482874843867062   "
27.5,75.0,5.0,0,0,6,1,wet,2025,,,0.1,,"june 7,                    don   doña alicia gutter           southwest",
